,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month),Status
233,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,79.81,N/A,N/A,N/A,21.68,39.01,6.49,0.99,27.98,93600000.0,N/A,N/A,N/A,N/A,N/A,2670000000.0,1420000000.0,0.99,N/A,6.03,5.30,11.80,6.9,6.9,3830000000.0,2.29,47.62,1060000000.0,0.99,0.46,89.57,N/A,1.56,1.63,2640000.0,N/A
234,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,56.06,N/A,N/A,N/A,8.71,2.34,0.23,0.90,44.60,274870000.0,N/A,N/A,N/A,N/A,N/A,12750000000.0,6640000000.0,0.90,N/A,3.89,93.10,5.70,5460000000.0,19.87,10440000000.0,0.47,63.16,1760000000.0,0.90,15.59,64.77,N/A,2.72,1.20,3130000.0,N/A
235,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,163.65,N/A,N/A,N/A,5.45,9.51,5.30,1.43,31.32,132520000.00000001,N/A,N/A,N/A,N/A,N/A,4240000000.0,1050000000.0,1.43,N/A,1.70,5.20,2.60,1.85,1.85,2130000000.0,1.60,9.81,635200000.0,1.43,1.21,75.27,N/A,3.97,3.46,2360000.0,N/A
236,N/A,N/A,len,N/A,N/A,N/A,N/A,N/A,32.91,N/A,N/A,N/A,10.96,13.78,6.53,1.56,72.68,275120000.0,N/A,N/A,N/A,N/A,N/A,22490000000.0,5180000000.0,1.56,N/A,7.85,30.90,2.10,2700000000.0,8.75,5960000000.0,19.23,58.21,N/A,1.56,2.02,96.46,N/A,3.37,3.56,8730000.0,N/A
237,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,80.93,N/A,N/A,N/A,6.79,16.51,7.02,1.09,127.87,97400000.0,N/A,N/A,N/A,N/A,N/A,12440000000.0,3250000000.0,1.09,N/A,8.62,218.70,33.00,667200000.0,6.85,6680000000.0,1.36,84.59,1930000000.0,1.09,0.58,94.57,N/A,2.77,2.05,1720000.0,N/A
238,N/A,N/A,life,N/A,N/A,N/A,N/A,N/A,17.19,N/A,N/A,N/A,202.02,198.14,24.79,2.18,1.15,10190000.0,N/A,N/A,N/A,N/A,N/A,8550000.0,13630000.0,2.18,N/A,2.3180,36150000.0,19.60,36150000.0,3.57,5500000.0,4.76,3.22,14820000.0,2.18,5.25,64.57,N/A,0.07,1.12,0.00,N/A
239,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,344.76,N/A,N/A,N/A,24.01,27.76,9.84,0.37,25.57,956580000.0,N/A,N/A,N/A,N/A,N/A,23210000000.0,17600000000.0,0.37,N/A,6.11,3.60,4.80,3630000000.0,4.01,17220000000.0,1.36,5.32,6650000000.0,0.37,0.16,79.17,N/A,1.61,0.87,5330000.0,N/A
240,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1130000000.0,1130000000.0,1130000000.0,50.70,1130000000.0,1.60,N/A,N/A,N/A,N/A,N/A,1130000000.0,1130000000.0,50.70,N/A,N/A,N/A,1130000000.0,N/A,N/A,N/A,N/A,N/A,N/A,50.70,1.60,1.60,N/A,1.60,1.60,1.60,N/A
241,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,254.21,N/A,N/A,N/A,10.18,13.34,10.71,0.91,229.10,279780000.0,N/A,N/A,N/A,N/A,N/A,64239999999.99999,8369999999.999999,0.91,N/A,23.21,5.60,8.70,3580000000.0,12.81,12680000000.0,1.34,17.70,7870000000.0,0.91,0.08,77.79,N/A,2.24,1.27,2250000.0,N/A
242,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,36.64,N/A,N/A,N/A,4.47,7.36,0.24,2.25,90.61,193260000.0,N/A,N/A,N/A,N/A,N/A,17650000000.0,4590000000.0,2.25,N/A,3.91,7230000000.0,15.60,7230000000.0,37.4,7900000000.0,3.31,111.51,4870000000.0,2.25,5.84,79.93,N/A,3.93,4.51,9400000.0,N/A
243,N/A,N/A,low,N/A,N/A,N/A,N/A,N/A,644.36,N/A,N/A,N/A,6.29,10.89,12.82,1.36,112.96,732720000.0,N/A,N/A,N/A,N/A,N/A,85310000000.0,23100000000.0,1.36,N/A,7.07,34.00,28.30,10100000000.0,13.79,26240000000.0,1.38,5.42,11670000000.0,1.36,0.06,79.58,N/A,2.46,2.24,5610000.0,N/A
244,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,107.54,N/A,N/A,N/A,23.60,28.01,14.13,1.34,76.27,144010000.0,N/A,N/A,N/A,N/A,N/A,11060000000.0,4610000000.0,1.34,N/A,17.60,76.80,46.70,6660000000.0,46.23,5830000000.0,3.31,37.48,2300000000.0,1.34,0.22,87.76,N/A,2.5,2.33,3750000.0,N/A
245,N/A,N/A,lsi,N/A,N/A,N/A,N/A,N/A,101.48,N/A,N/A,N/A,25.44,39.04,3.32,0.30,12.88,49470000.0,N/A,N/A,N/A,N/A,N/A,603200000.0,383780000.0,0.30,N/A,3.28,73.50,7.70,110250000.0,2.27,2310000000.0,1.57,46.78,290560000.0,0.30,0.84,94.54,N/A,3.21,5.57,1260000.0,N/A
246,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,129.33,N/A,N/A,N/A,12.95,6.64,1.71,1.23,23.27,590270000.0,N/A,N/A,N/A,N/A,N/A,12760000000.0,7020000000.0,1.23,N/A,3.01,14560000000.0,68.20,14560000000.0,24.67,12630000000.0,2.07,16.55,906250000.0,1.23,0.25,76.04,N/A,1.85,3.58,13630000.0,N/A
247,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,217.15,N/A,N/A,N/A,4.20,7.64,4.31,1.54,83.94,333920000.0,N/A,N/A,N/A,N/A,N/A,83.94,5450000000.0,1.54,N/A,3.50,88.40,22.30,2820000000.0,8.45,16149999999.999998,2.25,21.88,3900000000.0,1.54,23.51,71.68,N/A,1.97,1.58,4480000.0,N/A
248,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,385.82,N/A,N/A,N/A,19.17,3.43,2.01,2.01,63.19,310480000.0,N/A,N/A,N/A,N/A,N/A,19640000000.0,10160000000.0,2.01,N/A,12.12,1550000000.0,21.90,1550000000.0,8650000000.0,8650000000.0,1.11,7.22,1680000000.0,2.01,0.77,83.78,N/A,2.9,39.16,113440000.0,N/A
249,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,213.81,N/A,N/A,N/A,43.13,54.20,18.35,1.19,15.53,988470000.0,N/A,N/A,N/A,N/A,N/A,15590000000.0,16879999999.999998,1.19,N/A,6.66,28.20,14.10,10630000000.0,10.66,12570000000.0,1.86,5.81,7950000000.0,1.19,11.51,77.39,N/A,1.54,0.57,5430000.0,N/A
250,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,232.05,N/A,N/A,N/A,1.55,15.28,0.88,2.06,5.76,149470000.0,N/A,N/A,N/A,N/A,N/A,830820000.0,608480000.0,2.06,N/A,0.10,528429999.99999994,29.40,528429999.99999994,3.54,6150000000.0,1.20,16.47,148310000.0,2.06,7.62,93.64,N/A,10.5,88.16,72420000.0,N/A
251,N/A,N/A,mar,N/A,N/A,N/A,N/A,N/A,222.27,N/A,N/A,N/A,5.88,22.54,1.69,1.83,9.18,324330000.0,N/A,N/A,N/A,N/A,N/A,2990000000.0,4059999999.9999995,1.83,N/A,0.54,74.20,65.10,1580000000.0,4.86,11960000000.0,0.59,0.71,2120000000.0,1.83,16.59,60.40,N/A,2.84,2.69,6680000.0,N/A
252,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,860.70,N/A,N/A,N/A,21.27,17.42,13.68,1.34,25.90,261680000.0,N/A,N/A,N/A,N/A,N/A,6970000000.0,2370000000.0,1.34,N/A,5.47,118.30,15.60,1330000000.0,5.09,2940000000.0,2.01,0.54,N/A,1.34,0.77,95.15,N/A,2.56,2.40,4800000.0,N/A
253,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,887.46,N/A,N/A,N/A,0.08,7.56,3.76,1.42,12.78,348040000.0,N/A,N/A,N/A,N/A,N/A,4430000000.0,542760000.0,1.42,N/A,0.01,347.60,10.10,452170000.0,1.3,3590000000.0,1.57,1.16,260660000.00000003,1.42,0.29,99.25,N/A,2.75,5.45,11620000.0,N/A
